"cell_id","original_table","row","physical_column","grid_column","span","vertical_merge","row_label","original_value","typeset_value","normalized_original_numbering","numeric_data_cell","metric","before_bold","after_bold","venue_year_added","pdf_numeric_check","tex_file","typeset_tex","verification_status","column_maximum","rank_check","emphasis_authorized_change","pdf_bold_check","pdf_font"
"T04R02C09","4","2","9","9","1","","","ZSL","ZSL","ZSL","False","False","True","True","","not_numeric","source/tables/table-04-temporal-strategies.tex","\textbf{ZSL}","PASS_CONTENT","","","","",""
"T04R02C10","4","2","10","10","1","","","S","S","S","False","False","True","True","","not_numeric","source/tables/table-04-temporal-strategies.tex","\textbf{\textit{S}}","PASS_CONTENT","","","","",""
"T04R02C11","4","2","11","11","1","","","U","U","U","False","False","True","True","","not_numeric","source/tables/table-04-temporal-strategies.tex","\textbf{\textit{U}}","PASS_CONTENT","","","","",""
"T04R02C12","4","2","12","12","1","","","HM","HM","HM","False","False","True","True","","not_numeric","source/tables/table-04-temporal-strategies.tex","\textbf{HM}","PASS_CONTENT","","","","",""
"T04R02C13","4","2","13","13","1","","","ZSL","ZSL","ZSL","False","False","True","True","","not_numeric","source/tables/table-04-temporal-strategies.tex","\textbf{ZSL}","PASS_CONTENT","","","","",""
"T04R03C01","4","3","1","1","1","","Uniform pooling","Uniform pooling","Uniform pooling","Uniform pooling","False","False","False","False","","not_numeric","source/tables/table-04-temporal-strategies.tex","Uniform pooling","PASS_CONTENT","","","","",""
"T04R03C02","4","3","2","2","1","","Uniform pooling","32.29","32.29","32.29","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{32.29}","PASS_CONTENT","35.08","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C03","4","3","3","3","1","","Uniform pooling","9.84","9.84","9.84","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{9.84}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C04","4","3","4","4","1","","Uniform pooling","15.08","15.08","15.08","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{15.08}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C05","4","3","5","5","1","","Uniform pooling","10.97","10.97","10.97","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{10.97}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C06","4","3","6","6","1","","Uniform pooling","70.18","70.18","70.18","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{70.18}","PASS_CONTENT","85.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C07","4","3","7","7","1","","Uniform pooling","35.94","35.94","35.94","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{35.94}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C08","4","3","8","8","1","","Uniform pooling","47.54","47.54","47.54","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{47.54}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C09","4","3","9","9","1","","Uniform pooling","42.88","42.88","42.88","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{42.88}","PASS_CONTENT","50.67","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C10","4","3","10","10","1","","Uniform pooling","34.25","34.25","34.25","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{34.25}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C11","4","3","11","11","1","","Uniform pooling","20.74","20.74","20.74","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{20.74}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C12","4","3","12","12","1","","Uniform pooling","25.84","25.84","25.84","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{25.84}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R03C13","4","3","13","13","1","","Uniform pooling","22.16","22.16","22.16","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{22.16}","PASS_CONTENT","24.43","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C01","4","4","1","1","1","","Discrete Top-K selection","Discrete Top-K selection","Discrete Top-K selection","Discrete Top-K selection","False","False","False","False","","not_numeric","source/tables/table-04-temporal-strategies.tex","Discrete Top-K selection","PASS_CONTENT","","","","",""
"T04R04C02","4","4","2","2","1","","Discrete Top-K selection","32.58","32.58","32.58","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{32.58}","PASS_CONTENT","35.08","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C03","4","4","3","3","1","","Discrete Top-K selection","10.14","10.14","10.14","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{10.14}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C04","4","4","4","4","1","","Discrete Top-K selection","15.47","15.47","15.47","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{15.47}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C05","4","4","5","5","1","","Discrete Top-K selection","11.34","11.34","11.34","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{11.34}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C06","4","4","6","6","1","","Discrete Top-K selection","78.60","78.60","78.60","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{78.60}","PASS_CONTENT","85.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C07","4","4","7","7","1","","Discrete Top-K selection","36.78","36.78","36.78","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{36.78}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C08","4","4","8","8","1","","Discrete Top-K selection","50.11","50.11","50.11","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{50.11}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C09","4","4","9","9","1","","Discrete Top-K selection","48.46","48.46","48.46","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{48.46}","PASS_CONTENT","50.67","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C10","4","4","10","10","1","","Discrete Top-K selection","38.58","38.58","38.58","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{38.58}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C11","4","4","11","11","1","","Discrete Top-K selection","17.35","17.35","17.35","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{17.35}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C12","4","4","12","12","1","","Discrete Top-K selection","23.94","23.94","23.94","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{23.94}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R04C13","4","4","13","13","1","","Discrete Top-K selection","22.71","22.71","22.71","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{22.71}","PASS_CONTENT","24.43","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C01","4","5","1","1","1","","Uniform routing","Uniform routing","Uniform routing","Uniform routing","False","False","False","False","","not_numeric","source/tables/table-04-temporal-strategies.tex","Uniform routing","PASS_CONTENT","","","","",""
"T04R05C02","4","5","2","2","1","","Uniform routing","31.61","31.61","31.61","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{31.61}","PASS_CONTENT","35.08","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C03","4","5","3","3","1","","Uniform routing","11.30","11.30","11.30","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{11.30}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C04","4","5","4","4","1","","Uniform routing","16.65","16.65","16.65","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{16.65}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C05","4","5","5","5","1","","Uniform routing","12.41","12.41","12.41","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{12.41}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C06","4","5","6","6","1","","Uniform routing","80.01","80.01","80.01","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{80.01}","PASS_CONTENT","85.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C07","4","5","7","7","1","","Uniform routing","39.75","39.75","39.75","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{39.75}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C08","4","5","8","8","1","","Uniform routing","53.11","53.11","53.11","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{53.11}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C09","4","5","9","9","1","","Uniform routing","50.67","50.67","50.67","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{50.67}}","PASS_CONTENT","50.67","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R05C10","4","5","10","10","1","","Uniform routing","40.61","40.61","40.61","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{40.61}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C11","4","5","11","11","1","","Uniform routing","20.40","20.40","20.40","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{20.40}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C12","4","5","12","12","1","","Uniform routing","27.16","27.16","27.16","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{27.16}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R05C13","4","5","13","13","1","","Uniform routing","24.43","24.43","24.43","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{24.43}}","PASS_CONTENT","24.43","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C01","4","6","1","1","1","","CGTA","CGTA","CGTA","CGTA","False","False","False","False","","not_numeric","source/tables/table-04-temporal-strategies.tex","CGTA","PASS_CONTENT","","","","",""
"T04R06C02","4","6","2","2","1","","CGTA","35.08","35.08","35.08","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{35.08}}","PASS_CONTENT","35.08","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C03","4","6","3","3","1","","CGTA","16.87","16.87","16.87","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{16.87}}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C04","4","6","4","4","1","","CGTA","22.78","22.78","22.78","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{22.78}}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C05","4","6","5","5","1","","CGTA","17.65","17.65","17.65","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{17.65}}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C06","4","6","6","6","1","","CGTA","85.49","85.49","85.49","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{85.49}}","PASS_CONTENT","85.49","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C07","4","6","7","7","1","","CGTA","46.97","46.97","46.97","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{46.97}}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C08","4","6","8","8","1","","CGTA","60.63","60.63","60.63","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{60.63}}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C09","4","6","9","9","1","","CGTA","50.38","50.38","50.38","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{50.38}","PASS_CONTENT","50.67","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T04R06C10","4","6","10","10","1","","CGTA","47.28","47.28","47.28","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{47.28}}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C11","4","6","11","11","1","","CGTA","23.61","23.61","23.61","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{23.61}}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C12","4","6","12","12","1","","CGTA","31.49","31.49","31.49","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\textbf{\SGTGnum{31.49}}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T04R06C13","4","6","13","13","1","","CGTA","23.96","23.96","23.96","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-04-temporal-strategies.tex","\SGTGnum{23.96}","PASS_CONTENT","24.43","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R01C01","5","1","1","1","1","restart","Number of experts E","Number of experts E","Number of experts E","Number of experts E","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\multirow{2}{*}{\textbf{Number of experts }$E$}","PASS_CONTENT","","","","",""
"T05R01C02","5","1","2","2","4","","Number of experts E","VGGSound-GZSLcls","VGGSound-GZSLcls","VGGSound-GZSLcls","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\multicolumn{4}{c}{\textbf{VGGSound-GZSL}\textsuperscript{\textbf{\textit{cls}}}}","PASS_CONTENT","","","","",""
"T05R01C03","5","1","3","6","4","","Number of experts E","UCF-GZSLcls","UCF-GZSLcls","UCF-GZSLcls","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\multicolumn{4}{c}{\textbf{UCF-GZSL}\textsuperscript{\textbf{\textit{cls}}}}","PASS_CONTENT","","","","",""
"T05R01C04","5","1","4","10","4","","Number of experts E","ActivityNet-GZSLcls","ActivityNet-GZSLcls","ActivityNet-GZSLcls","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\multicolumn{4}{c}{\textbf{ActivityNet-GZSL}\textsuperscript{\textbf{\textit{cls}}}}","PASS_CONTENT","","","","",""
"T05R02C01","5","2","1","1","1","continue","","","","","False","False","False","False","","not_numeric","source/tables/table-05-expert-count.tex","","PASS_CONTENT","","","","",""
"T05R02C02","5","2","2","2","1","","","S","S","S","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{\textit{S}}","PASS_CONTENT","","","","",""
"T05R02C03","5","2","3","3","1","","","U","U","U","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{\textit{U}}","PASS_CONTENT","","","","",""
"T05R02C04","5","2","4","4","1","","","HM","HM","HM","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{HM}","PASS_CONTENT","","","","",""
"T05R02C05","5","2","5","5","1","","","ZSL","ZSL","ZSL","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{ZSL}","PASS_CONTENT","","","","",""
"T05R02C06","5","2","6","6","1","","","S","S","S","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{\textit{S}}","PASS_CONTENT","","","","",""
"T05R02C07","5","2","7","7","1","","","U","U","U","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{\textit{U}}","PASS_CONTENT","","","","",""
"T05R02C08","5","2","8","8","1","","","HM","HM","HM","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{HM}","PASS_CONTENT","","","","",""
"T05R02C09","5","2","9","9","1","","","ZSL","ZSL","ZSL","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{ZSL}","PASS_CONTENT","","","","",""
"T05R02C10","5","2","10","10","1","","","S","S","S","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{\textit{S}}","PASS_CONTENT","","","","",""
"T05R02C11","5","2","11","11","1","","","U","U","U","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{\textit{U}}","PASS_CONTENT","","","","",""
"T05R02C12","5","2","12","12","1","","","HM","HM","HM","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{HM}","PASS_CONTENT","","","","",""
"T05R02C13","5","2","13","13","1","","","ZSL","ZSL","ZSL","False","False","True","True","","not_numeric","source/tables/table-05-expert-count.tex","\textbf{ZSL}","PASS_CONTENT","","","","",""
"T05R03C01","5","3","1","1","1","","1","1","1","1","True","False","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","1","PASS_CONTENT","","","","",""
"T05R03C02","5","3","2","2","1","","1","30.05","30.05","30.05","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{30.05}","PASS_CONTENT","35.08","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C03","5","3","3","3","1","","1","9.66","9.66","9.66","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{9.66}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C04","5","3","4","4","1","","1","14.62","14.62","14.62","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{14.62}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C05","5","3","5","5","1","","1","11.88","11.88","11.88","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{11.88}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C06","5","3","6","6","1","","1","58.32","58.32","58.32","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{58.32}","PASS_CONTENT","87.48","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C07","5","3","7","7","1","","1","24.26","24.26","24.26","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{24.26}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C08","5","3","8","8","1","","1","34.27","34.27","34.27","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{34.27}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C09","5","3","9","9","1","","1","32.63","32.63","32.63","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{32.63}","PASS_CONTENT","51.48","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C10","5","3","10","10","1","","1","33.06","33.06","33.06","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{33.06}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C11","5","3","11","11","1","","1","14.27","14.27","14.27","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{14.27}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C12","5","3","12","12","1","","1","19.94","19.94","19.94","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{19.94}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R03C13","5","3","13","13","1","","1","17.47","17.47","17.47","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{17.47}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C01","5","4","1","1","1","","3","3","3","3","True","False","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","3","PASS_CONTENT","","","","",""
"T05R04C02","5","4","2","2","1","","3","23.51","23.51","23.51","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{23.51}","PASS_CONTENT","35.08","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C03","5","4","3","3","1","","3","12.23","12.23","12.23","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{12.23}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C04","5","4","4","4","1","","3","16.09","16.09","16.09","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{16.09}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C05","5","4","5","5","1","","3","12.23","12.23","12.23","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{12.23}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C06","5","4","6","6","1","","3","52.75","52.75","52.75","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{52.75}","PASS_CONTENT","87.48","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C07","5","4","7","7","1","","3","34.19","34.19","34.19","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{34.19}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C08","5","4","8","8","1","","3","41.49","41.49","41.49","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{41.49}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C09","5","4","9","9","1","","3","35.19","35.19","35.19","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{35.19}","PASS_CONTENT","51.48","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C10","5","4","10","10","1","","3","34.44","34.44","34.44","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{34.44}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C11","5","4","11","11","1","","3","16.04","16.04","16.04","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{16.04}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C12","5","4","12","12","1","","3","21.89","21.89","21.89","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{21.89}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R04C13","5","4","13","13","1","","3","19.02","19.02","19.02","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","\SGTGnum{19.02}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T05R05C01","5","5","1","1","1","","5","5","5","5","True","False","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-05-expert-count.tex","5","PASS_CONTENT","","","","",""
